County,State,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
Autauga,AL,6690,774,1727,2680,2394,2883197,1,1,1
Baldwin,AL,20254,2533,4933,9354,7753,35664,2,1,1
Barbour,AL,6729,569,1302,1618,1403,49874,1,1,1
Bibb,AL,5355,358,900,1218,1034,7302,1,1,1
Blount,AL,11181,819,2217,3164,2675,889020,1,1,1
Bullock,AL,2848,327,448,626,565,-2222,1,1,1
Butler,AL,4363,537,976,1164,1029,98136,1,1,1
Calhoun,AL,19546,2182,5722,6400,5545,808521,1,1,1
Chambers,AL,8718,849,1470,2005,1647,276636,1,1,1
Cherokee,AL,6398,464,1154,1436,1140,7077,1,1,1
Chilton,AL,9484,685,1887,2355,2009,20846,1,1,1
Choctaw,AL,3499,325,589,837,701,1997045,1,1,1
Clarke,AL,5196,594,972,1494,1290,545514,1,1,1
Clay,AL,3333,266,624,814,664,209084,1,1,1
Cleburne,AL,3695,234,597,833,697,869963,1,1,1
Coffee,AL,8316,694,1940,2590,2179,1002559,1,1,1
Colbert,AL,10160,1203,2463,3162,2606,5860561,1,1,1
Conecuh,AL,2872,296,576,746,635,77918,1,1,1
Coosa,AL,2707,231,422,645,517,25245,1,1,1
Covington,AL,8116,686,1763,2131,1748,5291,1,1,1
Crenshaw,AL,3755,271,692,783,651,-2222,1,1,1
Cullman,AL,16275,1367,3993,4572,3803,1565840,1,1,1
Dale,AL,7021,828,1811,2655,2280,90996,1,1,1
Dallas,AL,8207,1260,2183,2378,2155,2011358,1,1,1
DeKalb,AL,16525,1414,2949,3790,3150,217675,1,1,1
Elmore,AL,10979,1091,2028,4170,3646,74339,1,1,1
Escambia,AL,8120,721,1763,2165,1834,2302304,1,1,1
Etowah,AL,18341,1982,4505,5897,4895,1619985,1,1,1
Fayette,AL,4298,315,931,1049,862,71686,1,1,1
Franklin,AL,7922,664,1479,1742,1456,93630,1,1,1
Geneva,AL,6209,409,1293,1492,1218,161155,1,1,1
Greene,AL,2156,210,429,524,468,3448520,1,1,1
Hale,AL,4080,325,877,1011,912,51811,1,1,1
Henry,AL,3793,294,585,951,789,6200,1,1,1
Houston,AL,14840,1547,3259,5260,4426,166337,1,1,1
Jackson,AL,12355,1219,2452,3076,2497,6565659,1,1,1
Jefferson,AL,83737,12866,25084,36995,31672,13881314,2,1,1
Lamar,AL,3708,316,627,871,700,105,1,1,1
Lauderdale,AL,14143,1922,3957,5087,4340,150351,1,1,1
Lawrence,AL,8128,811,1423,1965,1650,2676270,1,1,1
Lee,AL,12989,1982,3886,6997,7710,214408,1,1,1
Limestone,AL,12210,1370,2864,4019,3408,31182,1,1,1
Lowndes,AL,2939,361,462,703,634,269742,1,1,1
Macon,AL,4027,444,850,1267,1319,-2222,1,1,1
Madison,AL,28690,4944,9467,16746,14705,922380,1,1,1
Marengo,AL,3964,453,857,1193,1055,550529,1,1,1
Marion,AL,7912,553,1450,1758,1393,662356,1,1,1
Marshall,AL,17599,1461,3402,4779,3984,220359,1,1,1
Mobile,AL,59807,8140,9386,21921,19559,21502254,2,1,1
Monroe,AL,4953,538,802,1299,1132,4478917,1,1,1
Montgomery,AL,27476,4395,7028,12171,11178,525979,1,1,1
Morgan,AL,18217,2266,4163,6428,5407,4780002,1,1,1
Perry,AL,2502,288,476,592,581,1052,1,1,1
Pickens,AL,4021,397,872,1121,973,60,1,1,1
Pike,AL,5590,545,1040,1668,1638,3133084,1,1,1
Randolph,AL,5839,535,956,1281,1084,21996,1,1,1
Russell,AL,11013,1111,1938,2738,2332,2399555,1,1,1
"St. Clair",AL,14117,1135,3385,4123,3497,208520,1,1,1
Shelby,AL,14846,2373,5133,9515,8223,7440897,2,1,1
Sumter,AL,2941,326,660,751,730,8006596,1,1,1
Talladega,AL,16423,1723,4701,4547,3867,1344808,1,1,1
Tallapoosa,AL,8472,754,1816,2338,1906,66626,1,1,1
Tuscaloosa,AL,22290,2786,6263,9557,9241,6160225,1,1,1
Walker,AL,15989,1212,4106,4022,3280,6492544,1,1,1
Washington,AL,3236,392,709,976,848,2337250,1,1,1
Wilcox,AL,3147,307,558,679,638,1894381,1,1,1
Winston,AL,6425,475,1190,1421,1156,88000,1,1,1
"Aleutians East",AK,525,100,-2222,171,212,25195,1,1,1
"Aleutians West",AK,897,177,-2222,338,409,5362,1,1,1
Anchorage,AK,16120,7950,-2222,14238,20542,41319,1,1,1
Bethel,AK,2456,893,-2222,754,1236,-2222,1,1,1
"Bristol Bay",AK,80,57,-2222,60,83,-2222,1,1,1
Denali,AK,108,102,-2222,107,140,247007,1,1,1
Dillingham,AK,624,218,-2222,233,365,-2222,1,1,1
"Fairbanks North Star",AK,4115,2590,-2222,4461,6826,4196772,1,1,1
Haines,AK,178,129,-2222,132,170,-2222,1,1,1
Juneau,AK,1354,962,-2222,1677,2318,43364398,1,1,1
"Kenai Peninsula",AK,3781,2138,-2222,2789,3933,2056342,1,1,1
"Ketchikan Gateway",AK,884,535,-2222,710,972,6701,1,1,1
"Kodiak Island",AK,1142,505,-2222,662,953,4336,1,1,1
"Lake and Peninsula",AK,237,78,-2222,77,125,-2222,1,1,1
Matanuska-Susitna,AK,5469,2514,-2222,3994,5911,-2222,1,1,1
Nome,AK,1241,471,-2222,435,693,-2222,1,1,1
"North Slope",AK,796,350,-2222,313,501,-2222,1,1,1
"Northwest Arctic",AK,1028,368,-2222,334,562,498749400,1,1,1
"Prince of Wales-Outer Ketchikan",AK,575,334,-2222,306,426,-2222,1,1,1
Sitka,AK,534,257,-2222,484,682,-2222,1,1,1
Skagway-Hoonah-Angoon,AK,335,241,-2222,178,238,-2222,1,1,1
"Southeast Fairbanks",AK,503,336,-2222,340,523,1606,1,1,1
Valdez-Cordova,AK,719,494,-2222,532,754,193,1,1,1
"Wade Hampton",AK,1066,525,-2222,302,559,-2222,1,1,1
Wrangell-Petersburg,AK,569,293,-2222,338,470,-2222,1,1,1
Yakutat,AK,79,34,-2222,41,54,-2222,1,1,1
Yukon-Koyukuk,AK,913,365,-2222,311,478,-2222,1,1,1
Apache,AZ,13318,2313,1323,3344,4052,3173232,1,1,1
Cochise,AZ,16637,2737,3232,6938,7031,652746,1,1,1
Coconino,AZ,11564,3544,2509,6647,7642,1660634,1,1,1
Gila,AZ,7580,1276,1698,2899,2771,40671487,2,1,1
Graham,AZ,4771,809,868,1752,1964,-2222,1,1,1
Greenlee,AZ,811,199,204,398,415,5390247,1,1,1
"La Paz",AZ,4520,521,586,1202,1068,80829,1,1,1
Maricopa,AZ,401456,74246,55889,195126,197150,1872997,2,2,1
Mohave,AZ,29449,3485,5833,10755,9923,162926,1,1,1
Navajo,AZ,17550,3140,2949,5446,6271,3838655,1,1,1
Pima,AZ,99444,19949,18572,51475,52043,4047227,1,1,1
Pinal,AZ,40746,4531,6954,12759,12869,1603192,2,2,1
"Santa Cruz",AZ,9488,1432,1058,2121,2334,6096,1,2,1
Yavapai,AZ,21679,3646,5592,11746,10856,2058850,1,1,1
Yuma,AZ,37549,12082,6971,9471,9943,37012,1,1,1
Arkansas,AR,3754,765,494,1289,1095,623173,1,1,1
Ashley,AR,4234,784,727,1468,1278,1614518,1,1,1
Baxter,AR,6774,844,1854,2785,2153,8276,1,1,1
Benton,AR,23612,2760,4491,11631,10422,859820,1,1,1
Boone,AR,5761,798,1385,2334,1938,77520,1,1,1
Bradley,AR,2741,417,450,797,699,48561,1,1,1
Calhoun,AR,1217,177,245,365,306,391469,1,1,1
Carroll,AR,5234,574,1005,1750,1459,57595,1,1,1
Chicot,AR,3042,482,403,824,737,-2222,1,1,1
Clark,AR,3384,631,687,1490,1575,156327,1,1,1
Clay,AR,4573,570,620,1088,893,34520,1,1,1
Cleburne,AR,4623,515,781,1719,1387,7365,1,1,1
Cleveland,AR,1610,236,278,572,497,-2222,1,1,1
Columbia,AR,4087,670,764,1583,1501,795161,1,1,1
Conway,AR,3729,470,745,1328,1148,623756,1,1,1
Craighead,AR,12563,2021,2813,5507,5147,96088,1,1,1
Crawford,AR,10684,1095,1988,3596,3209,157171,1,1,1
Crittenden,AR,9689,1421,1609,3063,2882,400631,2,1,1
Cross,AR,3975,625,627,1205,1080,34182,1,1,1
Dallas,AR,1883,268,373,545,481,32847,1,1,1
Desha,AR,3236,519,448,884,781,2001846,1,1,1
Drew,AR,3160,698,611,1192,1157,-2222,1,1,1
Faulkner,AR,9862,2095,2010,6103,6187,337314,1,1,1
Franklin,AR,3543,352,646,1175,1025,411525,1,1,1
Fulton,AR,2394,249,457,801,641,-2222,1,1,1
Garland,AR,14398,2153,2327,6223,5049,3285394,1,1,1
Grant,AR,2709,393,539,1131,977,92362,1,1,1
Greene,AR,7353,1027,1411,2512,2175,164430,1,1,1
Hempstead,AR,4646,605,700,1461,1313,998593,1,1,1
"Hot Spring",AR,5696,754,1131,2022,1727,191308,1,1,1
Howard,AR,2803,331,461,913,802,434845,1,1,1
Independence,AR,5702,1037,1191,2245,1954,2001055,1,1,1
Izard,AR,2582,311,483,906,733,0,1,1,1
Jackson,AR,3929,616,640,1154,1064,20601,1,1,1
Jefferson,AR,13214,2714,2476,5117,4676,7676226,1,1,1
Johnson,AR,5110,504,891,1521,1346,296085,1,1,1
Lafayette,AR,1903,231,322,520,443,-2222,1,1,1
Lawrence,AR,4230,537,751,1112,970,2346,1,1,1
Lee,AR,3278,359,316,743,690,-2222,1,1,1
Lincoln,AR,3369,387,479,957,872,-2222,1,1,1
"Little River",AR,2391,299,468,855,726,3123758,1,1,1
Logan,AR,4675,470,772,1472,1265,6247975,1,1,1
Lonoke,AR,8730,1228,1583,3804,3492,673682,1,1,1
Madison,AR,3244,269,508,962,838,6480,1,1,1
Marion,AR,2940,319,781,1142,914,292706,1,1,1
Miller,AR,7343,879,1296,2732,2388,168463,1,1,1
Mississippi,AR,10477,1743,1831,2869,2632,7129067,1,1,1
Monroe,AR,2194,257,365,584,517,-2222,1,1,1
Montgomery,AR,1971,201,362,614,505,-2222,1,1,1
Nevada,AR,1958,251,387,613,536,143957,1,1,1
Newton,AR,1763,175,369,559,464,-2222,1,1,1
Ouachita,AR,4832,862,709,1739,1503,29981,1,1,1
Perry,AR,1869,242,376,678,582,-2222,1,1,1
Phillips,AR,5375,807,683,1401,1349,13092,1,1,1
Pike,AR,2346,239,293,714,608,790,1,1,1
Poinsett,AR,6397,731,953,1598,1388,5988,1,1,1
Polk,AR,3724,418,834,1293,1104,116162,1,1,1
Pope,AR,8098,1235,1749,3588,3425,125487,1,1,1
Prairie,AR,2043,250,282,603,493,780,1,1,1
Pulaski,AR,37662,8967,9942,23058,19911,308474,2,1,1
Randolph,AR,3868,582,659,1208,1049,40587,1,1,1
"St. Francis",AR,6191,913,980,1712,1545,-2222,1,1,1
Saline,AR,10936,1884,2568,5906,5119,502454,1,1,1
Scott,AR,2582,203,352,705,603,122074,1,1,1
Searcy,AR,1819,163,363,537,440,4590,1,1,1
Sebastian,AR,18239,2451,3587,7421,6412,932891,1,1,1
Sevier,AR,3615,315,511,989,898,18033,1,1,1
Sharp,AR,3392,435,631,1165,933,-2222,1,1,1
Stone,AR,2672,276,520,784,639,20,1,1,1
Union,AR,7565,1337,1421,2817,2423,5390398,1,1,1
"Van Buren",AR,3366,397,690,1112,899,179,1,1,1
Washington,AR,22441,3075,3552,11208,11062,523132,1,1,1
White,AR,12334,1898,2230,4559,4323,24632,1,1,1
Woodruff,AR,2162,309,287,518,438,129631,1,1,1
Yell,AR,5052,429,762,1347,1179,1303353,1,1,1
Alameda,CA,168990,38900,26209,74851,95364,1264565,2,1,1
Alpine,CA,97,44,159,66,82,-2222,1,1,1
Amador,CA,4523,905,2133,2180,2678,177676,2,1,1
Butte,CA,23834,6489,12091,11379,15957,3078,2,1,1
Calaveras,CA,4833,1206,2430,2600,3228,-2222,2,1,1
Colusa,CA,4549,1249,830,1034,1445,164422,1,1,1
"Contra Costa",CA,87405,24606,19668,52118,67356,5389010,2,1,1
"Del Norte",CA,5516,802,1486,1546,2020,45,1,1,1
"El Dorado",CA,13080,4194,4741,9422,12175,0,2,1,1
Fresno,CA,164823,36776,24459,41867,59931,340202,2,1,1
Glenn,CA,5297,985,1317,1370,1901,61711,1,1,1
Humboldt,CA,12731,3658,7815,6911,9299,1913790,1,1,1
Imperial,CA,36849,9740,7760,7492,10772,391051,2,2,1
Inyo,CA,2247,453,1387,983,1228,19136,2,2,1
Kern,CA,139010,27239,23329,36250,51564,1686105,2,2,1
Kings,CA,26729,5121,6664,7092,9980,11109180,2,2,1
Lake,CA,10150,1984,4571,3484,4448,-2222,1,1,1
Lassen,CA,4828,993,1841,1930,2571,-2222,1,1,1
"Los Angeles",CA,1872316,256472,370924,495905,665392,11715163,2,1,1
Madera,CA,30140,4795,4112,7076,9746,525740,2,1,1
Marin,CA,15885,5049,5868,13576,15907,-2222,1,1,1
Mariposa,CA,1904,546,902,1011,1284,539,2,1,1
Mendocino,CA,11333,2542,4636,4642,6000,4977,1,1,1
Merced,CA,49138,9839,7595,11240,16421,222284,2,1,1
Modoc,CA,1508,319,671,517,659,-2222,1,1,1
Mono,CA,1049,422,608,674,854,-2222,1,2,1
Monterey,CA,78926,15353,12029,20267,27891,9454,1,1,1
Napa,CA,17566,3046,3171,7004,8942,0,1,1,1
Nevada,CA,6804,2281,5550,5447,6799,0,2,1,1
Orange,CA,392129,60432,89065,150645,197331,1374444,2,1,1
Placer,CA,20463,6440,7655,16837,21528,99068,2,1,1
Plumas,CA,1855,847,2598,1195,1481,152,1,1,1
Riverside,CA,297794,42936,83445,96145,132670,235290,2,2,1
Sacramento,CA,144113,32403,37606,68447,91279,437060,2,1,1
"San Benito",CA,8339,1989,2318,2683,3726,2714,1,1,1
"San Bernardino",CA,295593,43325,57473,93938,134224,3392873,2,2,1
"San Diego",CA,321491,64744,94832,149211,200974,2351781,2,2,1
"San Francisco",CA,108473,21518,26509,43296,48861,62356,1,1,1
"San Joaquin",CA,114335,21851,15449,32249,45098,409634,2,1,1
"San Luis Obispo",CA,24056,5394,6293,13891,18985,210152,2,1,1
"San Mateo",CA,71026,15693,19311,36884,44971,377164,1,1,1
"Santa Barbara",CA,51492,9282,9515,20550,28582,30836,1,1,1
"Santa Clara",CA,187410,44962,42253,87537,110317,718172,2,1,1
"Santa Cruz",CA,27158,9160,7145,13112,17527,507,1,1,1
Shasta,CA,20123,5802,6431,9497,12375,89428,1,1,1
Sierra,CA,359,134,418,189,239,-2222,1,1,1
Siskiyou,CA,5076,1670,2413,2459,3122,152192,1,1,1
Solano,CA,41902,11422,9763,20576,27611,978872,1,1,1
Sonoma,CA,46951,11339,10826,24512,31741,31664,1,1,1
Stanislaus,CA,89586,18977,15745,24519,34231,180951,2,1,1
Sutter,CA,15060,3840,2416,4467,6026,-2222,2,1,1
Tehama,CA,9655,1698,3947,3165,4207,580,2,1,1
Trinity,CA,1856,524,1081,758,941,-2222,1,1,1
Tulare,CA,88664,17366,12256,19106,27671,239754,2,1,1
Tuolumne,CA,6748,1604,3097,3364,4181,-2222,1,1,1
Ventura,CA,100009,19949,12387,39811,53105,56194,2,1,1
Yolo,CA,21394,5086,4425,9449,14301,128363,2,1,1
Yuba,CA,11111,2316,2961,3231,4564,5005,1,1,1
Adams,CO,52084,11762,7610,26830,30335,1823258,1,1,1
Alamosa,CO,1504,458,314,1036,1352,-2222,1,1,1
Arapahoe,CO,31860,15031,10333,36874,39898,832,2,1,1
Archuleta,CO,1050,289,309,883,920,-2222,1,1,1
Baca,CO,621,90,172,304,303,-2222,1,1,1
Bent,CO,847,160,123,408,448,-2222,1,1,1
Boulder,CO,13068,7483,4362,20348,23308,386491,2,1,1
Broomfield,CO,-2222,1130,-2222,2986,3277,8117,1,1,1
Chaffee,CO,1425,430,470,1315,1318,-2222,1,1,1
Cheyenne,CO,201,46,41,139,154,-2222,1,1,1
"Clear Creek",CO,438,288,243,686,662,2181279,1,1,1
Conejos,CO,1413,297,281,574,690,-2222,1,1,1
Costilla,CO,754,140,120,252,260,18418,1,1,1
Crowley,CO,862,130,231,420,449,-2222,1,1,1
Custer,CO,275,92,160,295,285,-2222,1,1,1
Delta,CO,4127,735,863,2204,2272,1427,1,1,1
Denver,CO,79178,18207,14836,39765,40390,503378,1,1,1
Dolores,CO,309,66,50,135,134,-2222,1,1,1
Douglas,CO,4687,4893,4688,16762,18328,603,2,1,1
Eagle,CO,4315,1098,1255,3419,3523,0,1,1,1
Elbert,CO,1120,542,468,1604,1761,-2222,1,1,1
"El Paso",CO,30721,15354,8859,38849,44109,2407506,1,1,1
Fremont,CO,6694,1172,1375,3646,3712,235221,1,1,1
Garfield,CO,4650,1110,1201,3427,3708,0,1,1,1
Gilpin,CO,213,162,129,375,357,-2222,1,1,1
Grand,CO,728,350,332,992,984,3204045,1,1,1
Gunnison,CO,529,355,330,1076,1344,-2222,1,1,1
Hinsdale,CO,41,18,29,59,51,-2222,1,1,1
Huerfano,CO,1240,254,198,593,598,-2222,1,1,1
Jackson,CO,139,47,53,107,109,0,1,1,1
Jefferson,CO,28929,15399,8630,37679,39690,932682,2,1,1
Kiowa,CO,134,40,42,104,106,-2222,1,1,1
"Kit Carson",CO,1163,159,167,546,591,-2222,1,1,1
Lake,CO,988,215,158,530,604,-2222,1,1,1
"La Plata",CO,2670,1108,1141,3524,4108,-2222,1,1,1
Larimer,CO,13286,7180,5820,19644,23186,640615,2,1,1
"Las Animas",CO,2394,402,521,1121,1203,-2222,1,1,1
Lincoln,CO,703,138,111,415,438,-2222,1,1,1
Logan,CO,2367,428,489,1471,1649,0,1,1,1
Mesa,CO,12897,3310,4104,9382,10265,196353,1,1,1
Mineral,CO,60,21,20,73,68,-2222,1,1,1
Moffat,CO,1753,367,267,926,1021,4783304,1,1,1
Montezuma,CO,3065,679,754,1752,1893,-2222,1,1,1
Montrose,CO,4804,887,1220,2676,2851,93712,1,1,1
Morgan,CO,4891,633,644,1873,2116,3540785,1,1,1
Otero,CO,2999,620,669,1351,1509,8015,1,1,1
Ouray,CO,203,99,169,322,318,-2222,1,1,1
Park,CO,805,427,464,1260,1258,-2222,1,1,1
Phillips,CO,548,79,104,318,339,-2222,1,1,1
Pitkin,CO,429,465,391,1180,1056,0,1,1,1
Prowers,CO,2327,380,423,922,1083,44807,1,1,1
Pueblo,CO,18366,4649,4569,10704,11787,950744,1,1,1
"Rio Blanco",CO,444,145,114,427,489,6,1,1,1
"Rio Grande",CO,1716,388,386,858,951,0,1,1,1
Routt,CO,709,540,509,1602,1649,980440,1,1,1
Saguache,CO,1341,227,202,492,556,-2222,1,1,1
"San Juan",CO,35,38,20,46,42,-2222,1,1,1
"San Miguel",CO,354,228,207,564,516,-2222,1,1,1
Sedgwick,CO,370,52,76,185,181,-2222,1,1,1
Summit,CO,1236,655,657,1924,1880,-2222,1,1,1
Teller,CO,900,626,538,1602,1673,2950445,1,1,1
Washington,CO,576,110,116,336,352,-2222,1,1,1
Weld,CO,28159,5574,5254,15646,18793,802100,2,1,1
Yuma,CO,1291,199,264,680,741,-2222,1,1,1
Fairfield,CT,94167,20249,17472,61937,56172,618859,2,1,1
Hartford,CT,104391,23897,13885,61574,56940,1216709,2,1,1
Litchfield,CT,18746,4704,3755,13616,12125,474180,2,1,1
Middlesex,CT,12744,3854,4010,11674,10553,101702,2,1,1
"New Haven",CT,96328,23141,21587,59388,56189,1298747,2,1,1
"New London",CT,25168,6553,8486,18761,17581,811268,2,1,1
Tolland,CT,10162,3374,2492,10524,11261,53392,2,1,1
Windham,CT,15624,3325,1793,8177,8035,262698,1,1,1
Kent,DE,19099,2670,3114,8167,9653,111209,2,1,1
"New Castle",DE,50065,12469,11659,30114,34566,7753266,2,1,1
Sussex,DE,29734,3333,5203,10618,10978,4914341,2,1,1
Washington,DC,85615,19159,15471,39452,38591,39864,2,1,1
Alachua,FL,15317,3553,7283,12219,15278,2081744,1,1,1
Baker,FL,4348,384,737,1275,1346,37659,1,1,1
Bay,FL,20866,2962,6190,8648,8385,8367198,1,1,1
Bradford,FL,5046,419,1000,1558,1519,0,1,1,1
Brevard,FL,51430,9110,15071,29410,27814,859288,1,1,1
Broward,FL,215578,35063,56494,93982,90741,1029246,1,1,1
Calhoun,FL,2789,219,553,726,722,-2222,1,1,1
Charlotte,FL,22147,2371,5075,9319,7812,-2222,1,1,1
Citrus,FL,22320,1957,4843,7846,6849,13508356,1,1,1
Clay,FL,15154,2843,4770,8959,9192,450229,1,1,1
Collier,FL,40191,4550,9940,17017,15397,7896,1,1,1
Columbia,FL,10688,983,3071,3400,3436,70,1,1,1
DeSoto,FL,8538,622,1032,1914,1975,12,1,1,1
Dixie,FL,3501,224,745,812,776,31280,1,1,1
Duval,FL,91506,17465,25590,42316,42938,11227930,1,1,1
Escambia,FL,34278,5463,12146,15660,16317,40475023,2,1,1
Flagler,FL,8014,1042,2702,4412,4003,247845,1,1,1
Franklin,FL,2309,202,374,565,520,-2222,1,1,1
Gadsden,FL,8749,839,1567,2410,2460,150,1,1,1
Gilchrist,FL,2804,222,709,884,986,-2222,1,1,1
Glades,FL,2446,214,350,635,600,0,1,1,1
Gulf,FL,2750,240,513,789,745,1267,1,1,1
Hamilton,FL,3448,219,556,758,771,403467,1,1,1
Hardee,FL,7351,578,919,1431,1513,48936,1,1,1
Hendry,FL,10396,1289,1196,1936,2232,899227,1,1,1
Hernando,FL,25034,2574,7540,9002,8177,113743,1,1,1
Highlands,FL,17878,1550,2827,5404,4865,123311,1,1,1
Hillsborough,FL,141209,20646,35542,58935,59662,2597715,1,1,1
Holmes,FL,4580,323,793,1052,1038,0,1,1,1
"Indian River",FL,17376,2633,4049,7294,6593,285811,1,1,1
Jackson,FL,10343,813,1966,2693,2677,473160,1,1,1
Jefferson,FL,2781,219,577,810,762,-2222,1,1,1
Lafayette,FL,1724,98,183,441,444,1598,1,1,1
Lake,FL,40906,4088,8311,15559,13995,63915,1,1,1
Lee,FL,69575,7808,21528,30347,27584,115378,1,1,1
Leon,FL,15896,4400,6264,13143,15566,144954,1,1,1
Levy,FL,6827,620,1851,2064,1999,251067,1,1,1
Liberty,FL,1860,107,274,431,424,23999,1,1,1
Madison,FL,4119,370,782,1017,1038,-2222,1,1,1
Manatee,FL,40566,4548,9522,16893,15533,1658571,1,1,1
Marion,FL,47158,4452,13640,16858,15722,181644,1,1,1
Martin,FL,15329,2423,5082,7972,7066,1030917,1,1,1
Miami-Dade,FL,501292,48143,1474332,124730,124789,827832,2,1,1
Monroe,FL,8955,1327,2573,4435,3676,63,1,1,1
Nassau,FL,8444,1083,1924,3495,3379,4144711,1,1,1
Okaloosa,FL,14552,2828,6159,9604,9471,146327,1,1,1
Okeechobee,FL,9088,822,1309,2093,2127,0,1,1,1
Orange,FL,119058,19843,32289,52803,54345,8865738,1,1,1
Osceola,FL,31207,4085,7730,11977,12262,8626,1,1,1
"Palm Beach",FL,146587,24841,34504,69436,64531,1959545,1,1,1
Pasco,FL,68668,7154,18137,23811,22075,846564,1,1,1
Pinellas,FL,108453,18082,47517,52056,46679,879101,1,1,1
Polk,FL,91048,10221,19259,28703,28344,7128634,1,1,1
Putnam,FL,14620,1373,2609,3897,3819,10302178,1,1,1
"St. Johns",FL,14349,2311,5095,8911,8694,75487,1,1,1
"St. Lucie",FL,37491,4962,8643,13197,12608,559916,1,1,1
"Santa Rosa",FL,13981,2264,5550,7635,7605,2703570,2,1,1
Sarasota,FL,36348,5277,12532,21347,18238,43288,1,1,1
Seminole,FL,30274,7621,15334,21296,21208,5114,1,1,1
Sumter,FL,11034,825,2272,3766,3378,274227,1,1,1
Suwannee,FL,7009,600,1478,2082,2038,1357079,1,1,1
Taylor,FL,4004,386,679,1061,1046,1910227,1,1,1
Union,FL,2902,204,386,843,816,264,1,1,1
Volusia,FL,62427,8603,13936,27296,25952,790804,1,1,1
Wakulla,FL,4139,370,1095,1535,1529,6800,1,1,1
Walton,FL,8553,721,2207,2780,2615,0,1,1,1
Washington,FL,4429,361,967,1216,1176,-2222,1,1,1
Appling,GA,3831,548,639,1064,896,46769,1,1,1
Atkinson,GA,2096,202,229,446,398,394309,1,1,1
Bacon,GA,2194,262,339,620,521,9846,1,1,1
Baker,GA,918,97,113,251,222,-2222,1,1,1
Baldwin,GA,7903,1122,1313,2819,2628,227100,1,1,1
Banks,GA,3714,362,637,969,803,0,1,1,1
Barrow,GA,10220,1330,1494,3493,3000,86351,1,1,1
Bartow,GA,16115,2549,2101,5197,4422,20767553,1,1,1
"Ben Hill",GA,3742,481,534,1007,873,10429,1,1,1
Berrien,GA,3709,378,525,995,845,573707,1,1,1
Bibb,GA,22273,4312,4065,9011,7826,1803601,2,1,1
Bleckley,GA,2140,395,310,718,667,-2222,1,1,1
Brantley,GA,2816,401,537,934,797,0,1,1,1
Brooks,GA,3430,373,560,974,842,55631,1,1,1
Bryan,GA,3720,541,748,1663,1505,62,1,1,1
Bulloch,GA,7290,1322,1714,3688,4115,6151,1,1,1
Burke,GA,4869,784,1035,1302,1185,720,1,1,1
Butts,GA,4169,571,617,1259,1066,-2222,1,1,1
Calhoun,GA,1382,176,185,369,310,-2222,1,1,1
Camden,GA,4499,1017,1088,2526,2347,209257,1,1,1
Candler,GA,2848,215,281,608,522,-2222,1,1,1
Carroll,GA,19026,2713,3785,6242,5681,447248,1,1,1
Catoosa,GA,9817,1387,1678,3678,3051,500,1,1,1
Charlton,GA,2414,230,404,652,588,112,1,1,1
Chatham,GA,29982,5846,6959,14150,12490,6994823,1,1,1
Chattahoochee,GA,715,274,178,811,1047,372675,1,1,1
Chattooga,GA,7164,606,931,1642,1355,227240,1,1,1
Cherokee,GA,18339,3721,3786,10737,9210,676058,1,1,1
Clarke,GA,10300,2516,2488,6580,7720,556511,2,1,1
Clay,GA,763,77,137,194,162,0,1,1,1
Clayton,GA,32394,9076,6699,15024,13365,435562,1,1,1
Clinch,GA,1824,162,270,403,345,66320,1,1,1
Cobb,GA,48304,17869,9978,39169,32889,2676206,2,1,1
Coffee,GA,8713,1061,1490,2291,2020,125752,1,1,1
Colquitt,GA,9772,1035,1248,2567,2231,3324,1,1,1
Columbia,GA,7990,2460,2208,6094,5350,1212283,1,1,1
Cook,GA,3659,423,493,957,839,38560,1,1,1
Coweta,GA,13033,2546,2741,6424,5453,6214461,2,1,1
Crawford,GA,2755,371,401,772,662,-2222,1,1,1
Crisp,GA,4732,688,796,1271,1105,1078301,1,1,1
Dade,GA,3446,394,380,983,875,1743,1,1,1
Dawson,GA,2774,409,534,1204,974,-2222,1,1,1
Decatur,GA,5473,761,830,1664,1454,5048410,1,1,1
DeKalb,GA,65860,23451,16800,40447,34110,652887,2,1,1
Dodge,GA,4316,526,623,1184,1024,-2222,1,1,1
Dooly,GA,2378,339,390,704,610,167126,1,1,1
Dougherty,GA,15106,2738,3666,5455,5004,1233405,1,1,1
Douglas,GA,13434,3181,2395,6559,5765,9236,2,1,1
Early,GA,2403,323,396,695,602,3138553,1,1,1
Echols,GA,1053,75,155,250,223,-2222,1,1,1
Effingham,GA,6265,892,1318,2756,2441,1485985,1,1,1
Elbert,GA,4587,709,622,1267,1056,75522,1,1,1
Emanuel,GA,5349,621,828,1302,1159,-2222,1,1,1
Evans,GA,2477,245,381,672,593,11745,1,1,1
Fannin,GA,4577,492,897,1396,1088,-2222,1,1,1
Fayette,GA,5177,2330,3000,6312,5548,38718,2,1,1
Floyd,GA,17455,2641,3175,5640,4839,8629355,1,1,1
Forsyth,GA,12960,2325,2996,8176,6796,286816,1,1,1
Franklin,GA,4786,600,792,1321,1105,12517,1,1,1
Fulton,GA,96140,26339,22639,54648,45880,1389400,2,1,1
Gilmer,GA,6331,602,955,1671,1357,338,1,1,1
